icd10_code,cc_number,hcc_code,cc_label,is_payment_hcc
E103559,37,HCC37,Diabetes with Chronic Complications,1
E103591,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E103591,37,HCC37,Diabetes with Chronic Complications,1
E103592,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E103592,37,HCC37,Diabetes with Chronic Complications,1
E103593,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E103593,37,HCC37,Diabetes with Chronic Complications,1
E103599,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E103599,37,HCC37,Diabetes with Chronic Complications,1
E1036,37,HCC37,Diabetes with Chronic Complications,1
E1037X1,37,HCC37,Diabetes with Chronic Complications,1
E1037X2,37,HCC37,Diabetes with Chronic Complications,1
E1037X3,37,HCC37,Diabetes with Chronic Complications,1
E1037X9,37,HCC37,Diabetes with Chronic Complications,1
E1039,37,HCC37,Diabetes with Chronic Complications,1
E1040,37,HCC37,Diabetes with Chronic Complications,1
E1041,37,HCC37,Diabetes with Chronic Complications,1
E1042,37,HCC37,Diabetes with Chronic Complications,1
E1043,37,HCC37,Diabetes with Chronic Complications,1
E1044,37,HCC37,Diabetes with Chronic Complications,1
E1049,37,HCC37,Diabetes with Chronic Complications,1
E1051,37,HCC37,Diabetes with Chronic Complications,1
E1052,263,HCC263,Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene,1
E1052,37,HCC37,Diabetes with Chronic Complications,1
E1059,37,HCC37,Diabetes with Chronic Complications,1
E10610,37,HCC37,Diabetes with Chronic Complications,1
E10618,37,HCC37,Diabetes with Chronic Complications,1
E10620,37,HCC37,Diabetes with Chronic Complications,1
E10621,37,HCC37,Diabetes with Chronic Complications,1
E10621,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
E10622,37,HCC37,Diabetes with Chronic Complications,1
E10622,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
E10628,37,HCC37,Diabetes with Chronic Complications,1
E10630,37,HCC37,Diabetes with Chronic Complications,1
E10638,37,HCC37,Diabetes with Chronic Complications,1
E10641,36,HCC36,Diabetes with Severe Acute Complications,1
E10649,38,HCC38,"Diabetes with Glycemic, Unspecified, or No Complications",1
E1065,38,HCC38,"Diabetes with Glycemic, Unspecified, or No Complications",1
E1069,37,HCC37,Diabetes with Chronic Complications,1
E108,38,HCC38,"Diabetes with Glycemic, Unspecified, or No Complications",1
E109,38,HCC38,"Diabetes with Glycemic, Unspecified, or No Complications",1
E1100,36,HCC36,Diabetes with Severe Acute Complications,1
E1101,36,HCC36,Diabetes with Severe Acute Complications,1
E1110,36,HCC36,Diabetes with Severe Acute Complications,1
E1111,36,HCC36,Diabetes with Severe Acute Complications,1
E1121,37,HCC37,Diabetes with Chronic Complications,1
E1122,37,HCC37,Diabetes with Chronic Complications,1
E1129,37,HCC37,Diabetes with Chronic Complications,1
E11311,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E11311,37,HCC37,Diabetes with Chronic Complications,1
E11319,37,HCC37,Diabetes with Chronic Complications,1
E113211,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113211,37,HCC37,Diabetes with Chronic Complications,1
E113212,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113212,37,HCC37,Diabetes with Chronic Complications,1
E113213,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113213,37,HCC37,Diabetes with Chronic Complications,1
E113219,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113219,37,HCC37,Diabetes with Chronic Complications,1
E113291,37,HCC37,Diabetes with Chronic Complications,1
E113292,37,HCC37,Diabetes with Chronic Complications,1
E113293,37,HCC37,Diabetes with Chronic Complications,1
E113299,37,HCC37,Diabetes with Chronic Complications,1
E113311,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113311,37,HCC37,Diabetes with Chronic Complications,1
E113312,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113312,37,HCC37,Diabetes with Chronic Complications,1
E113313,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113313,37,HCC37,Diabetes with Chronic Complications,1
E113319,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113319,37,HCC37,Diabetes with Chronic Complications,1
E113391,37,HCC37,Diabetes with Chronic Complications,1
E113392,37,HCC37,Diabetes with Chronic Complications,1
E113393,37,HCC37,Diabetes with Chronic Complications,1
E113399,37,HCC37,Diabetes with Chronic Complications,1
E113411,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113411,37,HCC37,Diabetes with Chronic Complications,1
E113412,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113412,37,HCC37,Diabetes with Chronic Complications,1
E113413,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113413,37,HCC37,Diabetes with Chronic Complications,1
E113419,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113419,37,HCC37,Diabetes with Chronic Complications,1
E113491,37,HCC37,Diabetes with Chronic Complications,1
E113492,37,HCC37,Diabetes with Chronic Complications,1
E113493,37,HCC37,Diabetes with Chronic Complications,1
E113499,37,HCC37,Diabetes with Chronic Complications,1
E113511,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113511,37,HCC37,Diabetes with Chronic Complications,1
E113512,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113512,37,HCC37,Diabetes with Chronic Complications,1
E113513,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113513,37,HCC37,Diabetes with Chronic Complications,1
E113519,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113519,37,HCC37,Diabetes with Chronic Complications,1
E113521,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113521,37,HCC37,Diabetes with Chronic Complications,1
E113522,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113522,37,HCC37,Diabetes with Chronic Complications,1
E113523,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113523,37,HCC37,Diabetes with Chronic Complications,1
E113529,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113529,37,HCC37,Diabetes with Chronic Complications,1
E113531,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113531,37,HCC37,Diabetes with Chronic Complications,1
E113532,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113532,37,HCC37,Diabetes with Chronic Complications,1
E113533,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113533,37,HCC37,Diabetes with Chronic Complications,1
E113539,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113539,37,HCC37,Diabetes with Chronic Complications,1
E113541,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113541,37,HCC37,Diabetes with Chronic Complications,1
E113542,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113542,37,HCC37,Diabetes with Chronic Complications,1
E113543,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113543,37,HCC37,Diabetes with Chronic Complications,1
E113549,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113549,37,HCC37,Diabetes with Chronic Complications,1
E113551,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113551,37,HCC37,Diabetes with Chronic Complications,1
E113552,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113552,37,HCC37,Diabetes with Chronic Complications,1
E113553,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113553,37,HCC37,Diabetes with Chronic Complications,1
E113559,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113559,37,HCC37,Diabetes with Chronic Complications,1
E113591,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113591,37,HCC37,Diabetes with Chronic Complications,1
E113592,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113592,37,HCC37,Diabetes with Chronic Complications,1
E113593,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113593,37,HCC37,Diabetes with Chronic Complications,1
E113599,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E113599,37,HCC37,Diabetes with Chronic Complications,1
E1136,37,HCC37,Diabetes with Chronic Complications,1
E1137X1,37,HCC37,Diabetes with Chronic Complications,1
E1137X2,37,HCC37,Diabetes with Chronic Complications,1
E1137X3,37,HCC37,Diabetes with Chronic Complications,1
E1137X9,37,HCC37,Diabetes with Chronic Complications,1
E1139,37,HCC37,Diabetes with Chronic Complications,1
E1140,37,HCC37,Diabetes with Chronic Complications,1
E1141,37,HCC37,Diabetes with Chronic Complications,1
E1142,37,HCC37,Diabetes with Chronic Complications,1
E1143,37,HCC37,Diabetes with Chronic Complications,1
E1144,37,HCC37,Diabetes with Chronic Complications,1
E1149,37,HCC37,Diabetes with Chronic Complications,1
E1151,37,HCC37,Diabetes with Chronic Complications,1
E1152,263,HCC263,Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene,1
E1152,37,HCC37,Diabetes with Chronic Complications,1
E1159,37,HCC37,Diabetes with Chronic Complications,1
E11610,37,HCC37,Diabetes with Chronic Complications,1
E11618,37,HCC37,Diabetes with Chronic Complications,1
E11620,37,HCC37,Diabetes with Chronic Complications,1
E11621,37,HCC37,Diabetes with Chronic Complications,1
E11621,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
E11622,37,HCC37,Diabetes with Chronic Complications,1
E11622,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
E11628,37,HCC37,Diabetes with Chronic Complications,1
E11630,37,HCC37,Diabetes with Chronic Complications,1
E11638,37,HCC37,Diabetes with Chronic Complications,1
E11641,36,HCC36,Diabetes with Severe Acute Complications,1
E11649,38,HCC38,"Diabetes with Glycemic, Unspecified, or No Complications",1
E1165,38,HCC38,"Diabetes with Glycemic, Unspecified, or No Complications",1
E1169,37,HCC37,Diabetes with Chronic Complications,1
E118,38,HCC38,"Diabetes with Glycemic, Unspecified, or No Complications",1
E119,38,HCC38,"Diabetes with Glycemic, Unspecified, or No Complications",1
E1300,36,HCC36,Diabetes with Severe Acute Complications,1
E1301,36,HCC36,Diabetes with Severe Acute Complications,1
E1310,36,HCC36,Diabetes with Severe Acute Complications,1
E1311,36,HCC36,Diabetes with Severe Acute Complications,1
E1321,37,HCC37,Diabetes with Chronic Complications,1
E1322,37,HCC37,Diabetes with Chronic Complications,1
E1329,37,HCC37,Diabetes with Chronic Complications,1
E13311,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E13311,37,HCC37,Diabetes with Chronic Complications,1
E13319,37,HCC37,Diabetes with Chronic Complications,1
E133211,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133211,37,HCC37,Diabetes with Chronic Complications,1
E133212,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133212,37,HCC37,Diabetes with Chronic Complications,1
E133213,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133213,37,HCC37,Diabetes with Chronic Complications,1
E133219,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133219,37,HCC37,Diabetes with Chronic Complications,1
E133291,37,HCC37,Diabetes with Chronic Complications,1
E133292,37,HCC37,Diabetes with Chronic Complications,1
E133293,37,HCC37,Diabetes with Chronic Complications,1
E133299,37,HCC37,Diabetes with Chronic Complications,1
E133311,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133311,37,HCC37,Diabetes with Chronic Complications,1
E133312,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133312,37,HCC37,Diabetes with Chronic Complications,1
E133313,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133313,37,HCC37,Diabetes with Chronic Complications,1
E133319,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133319,37,HCC37,Diabetes with Chronic Complications,1
E133391,37,HCC37,Diabetes with Chronic Complications,1
E133392,37,HCC37,Diabetes with Chronic Complications,1
E133393,37,HCC37,Diabetes with Chronic Complications,1
E133399,37,HCC37,Diabetes with Chronic Complications,1
E133411,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133411,37,HCC37,Diabetes with Chronic Complications,1
E133412,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133412,37,HCC37,Diabetes with Chronic Complications,1
E133413,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133413,37,HCC37,Diabetes with Chronic Complications,1
E133419,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133419,37,HCC37,Diabetes with Chronic Complications,1
E133491,37,HCC37,Diabetes with Chronic Complications,1
E133492,37,HCC37,Diabetes with Chronic Complications,1
E133493,37,HCC37,Diabetes with Chronic Complications,1
E133499,37,HCC37,Diabetes with Chronic Complications,1
E133511,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133511,37,HCC37,Diabetes with Chronic Complications,1
E133512,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133512,37,HCC37,Diabetes with Chronic Complications,1
E133513,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133513,37,HCC37,Diabetes with Chronic Complications,1
E133519,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133519,37,HCC37,Diabetes with Chronic Complications,1
E133521,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133521,37,HCC37,Diabetes with Chronic Complications,1
E133522,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133522,37,HCC37,Diabetes with Chronic Complications,1
E133523,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133523,37,HCC37,Diabetes with Chronic Complications,1
E133529,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133529,37,HCC37,Diabetes with Chronic Complications,1
E133531,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133531,37,HCC37,Diabetes with Chronic Complications,1
E133532,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133532,37,HCC37,Diabetes with Chronic Complications,1
E133533,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133533,37,HCC37,Diabetes with Chronic Complications,1
E133539,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133539,37,HCC37,Diabetes with Chronic Complications,1
E133541,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133541,37,HCC37,Diabetes with Chronic Complications,1
E133542,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133542,37,HCC37,Diabetes with Chronic Complications,1
E133543,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133543,37,HCC37,Diabetes with Chronic Complications,1
E133549,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133549,37,HCC37,Diabetes with Chronic Complications,1
E133551,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133551,37,HCC37,Diabetes with Chronic Complications,1
E133552,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133552,37,HCC37,Diabetes with Chronic Complications,1
E133553,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133553,37,HCC37,Diabetes with Chronic Complications,1
E133559,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133559,37,HCC37,Diabetes with Chronic Complications,1
E133591,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133591,37,HCC37,Diabetes with Chronic Complications,1
E133592,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133592,37,HCC37,Diabetes with Chronic Complications,1
E133593,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133593,37,HCC37,Diabetes with Chronic Complications,1
E133599,298,HCC298,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage",1
E133599,37,HCC37,Diabetes with Chronic Complications,1
E1336,37,HCC37,Diabetes with Chronic Complications,1
E1337X1,37,HCC37,Diabetes with Chronic Complications,1
E1337X2,37,HCC37,Diabetes with Chronic Complications,1
E1337X3,37,HCC37,Diabetes with Chronic Complications,1
E1337X9,37,HCC37,Diabetes with Chronic Complications,1
E1339,37,HCC37,Diabetes with Chronic Complications,1
E1340,37,HCC37,Diabetes with Chronic Complications,1
E1341,37,HCC37,Diabetes with Chronic Complications,1
E1342,37,HCC37,Diabetes with Chronic Complications,1
E1343,37,HCC37,Diabetes with Chronic Complications,1
E1344,37,HCC37,Diabetes with Chronic Complications,1
E1349,37,HCC37,Diabetes with Chronic Complications,1
E1351,37,HCC37,Diabetes with Chronic Complications,1
E1352,263,HCC263,Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene,1
E1352,37,HCC37,Diabetes with Chronic Complications,1
E1359,37,HCC37,Diabetes with Chronic Complications,1
E13610,37,HCC37,Diabetes with Chronic Complications,1
E13618,37,HCC37,Diabetes with Chronic Complications,1
E13620,37,HCC37,Diabetes with Chronic Complications,1
E13621,37,HCC37,Diabetes with Chronic Complications,1
E13621,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
E13622,37,HCC37,Diabetes with Chronic Complications,1
E13622,383,HCC383,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle",1
E13628,37,HCC37,Diabetes with Chronic Complications,1
E13630,37,HCC37,Diabetes with Chronic Complications,1
E13638,37,HCC37,Diabetes with Chronic Complications,1
E13641,36,HCC36,Diabetes with Severe Acute Complications,1
E13649,38,HCC38,"Diabetes with Glycemic, Unspecified, or No Complications",1
E1365,38,HCC38,"Diabetes with Glycemic, Unspecified, or No Complications",1
E1369,37,HCC37,Diabetes with Chronic Complications,1
E138,38,HCC38,"Diabetes with Glycemic, Unspecified, or No Complications",1
E139,38,HCC38,"Diabetes with Glycemic, Unspecified, or No Complications",1
E220,51,HCC51,"Addisons and Cushings Diseases, Acromegaly, and Other Specified Endocrine Disorders",1
E240,51,HCC51,"Addisons and Cushings Diseases, Acromegaly, and Other Specified Endocrine Disorders",1
E271,51,HCC51,"Addisons and Cushings Diseases, Acromegaly, and Other Specified Endocrine Disorders",1
E310,51,HCC51,"Addisons and Cushings Diseases, Acromegaly, and Other Specified Endocrine Disorders",1
E311,51,HCC51,"Addisons and Cushings Diseases, Acromegaly, and Other Specified Endocrine Disorders",1
E3120,51,HCC51,"Addisons and Cushings Diseases, Acromegaly, and Other Specified Endocrine Disorders",1
E3121,51,HCC51,"Addisons and Cushings Diseases, Acromegaly, and Other Specified Endocrine Disorders",1
E3122,51,HCC51,"Addisons and Cushings Diseases, Acromegaly, and Other Specified Endocrine Disorders",1
E3123,51,HCC51,"Addisons and Cushings Diseases, Acromegaly, and Other Specified Endocrine Disorders",1
E318,51,HCC51,"Addisons and Cushings Diseases, Acromegaly, and Other Specified Endocrine Disorders",1
E319,51,HCC51,"Addisons and Cushings Diseases, Acromegaly, and Other Specified Endocrine Disorders",1
E340,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
E3400,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
E3401,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
E3409,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
E6601,48,HCC48,Morbid Obesity,1
E662,48,HCC48,Morbid Obesity,1
E66813,48,HCC48,Morbid Obesity,1
E7253,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E7400,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E7401,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E7402,49,HCC49,Specified Lysosomal Storage Disorders,1
E7403,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E7404,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E7405,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E7409,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E7521,49,HCC49,Specified Lysosomal Storage Disorders,1
E7522,49,HCC49,Specified Lysosomal Storage Disorders,1
E7601,49,HCC49,Specified Lysosomal Storage Disorders,1
E7602,49,HCC49,Specified Lysosomal Storage Disorders,1
E7603,49,HCC49,Specified Lysosomal Storage Disorders,1
E761,49,HCC49,Specified Lysosomal Storage Disorders,1
E76210,49,HCC49,Specified Lysosomal Storage Disorders,1
E76211,49,HCC49,Specified Lysosomal Storage Disorders,1
E76219,49,HCC49,Specified Lysosomal Storage Disorders,1
E7622,49,HCC49,Specified Lysosomal Storage Disorders,1
E7629,49,HCC49,Specified Lysosomal Storage Disorders,1
E763,49,HCC49,Specified Lysosomal Storage Disorders,1
E791,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E800,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E801,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E8020,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E8021,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E8029,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E803,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E8300,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E8301,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E8309,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E8331,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E840,277,HCC277,Cystic Fibrosis,1
E8411,277,HCC277,Cystic Fibrosis,1
E8419,277,HCC277,Cystic Fibrosis,1
E848,277,HCC277,Cystic Fibrosis,1
E849,277,HCC277,Cystic Fibrosis,1
E850,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E851,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E852,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E853,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E854,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E8581,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E8582,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E8589,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E859,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E8801,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
E8889,50,HCC50,"Amyloidosis, Porphyria, and Other Specified Metabolic Disorders",1
F0150,127,HCC127,"Dementia, Mild or Unspecified",1
F01511,127,HCC127,"Dementia, Mild or Unspecified",1
F01518,127,HCC127,"Dementia, Mild or Unspecified",1
F0152,127,HCC127,"Dementia, Mild or Unspecified",1
F0153,127,HCC127,"Dementia, Mild or Unspecified",1
F0154,127,HCC127,"Dementia, Mild or Unspecified",1
F01A0,127,HCC127,"Dementia, Mild or Unspecified",1
F01A11,127,HCC127,"Dementia, Mild or Unspecified",1
F01A18,127,HCC127,"Dementia, Mild or Unspecified",1
F01A2,127,HCC127,"Dementia, Mild or Unspecified",1
F01A3,127,HCC127,"Dementia, Mild or Unspecified",1
F01A4,127,HCC127,"Dementia, Mild or Unspecified",1
F01B0,126,HCC126,"Dementia, Moderate",1
F01B11,126,HCC126,"Dementia, Moderate",1
F01B18,126,HCC126,"Dementia, Moderate",1
F01B2,126,HCC126,"Dementia, Moderate",1
F01B3,126,HCC126,"Dementia, Moderate",1
F01B4,126,HCC126,"Dementia, Moderate",1
F01C0,125,HCC125,"Dementia, Severe",1
F01C11,125,HCC125,"Dementia, Severe",1
F01C18,125,HCC125,"Dementia, Severe",1
F01C2,125,HCC125,"Dementia, Severe",1
F01C3,125,HCC125,"Dementia, Severe",1
F01C4,125,HCC125,"Dementia, Severe",1
F0280,127,HCC127,"Dementia, Mild or Unspecified",1
F02811,127,HCC127,"Dementia, Mild or Unspecified",1
F02818,127,HCC127,"Dementia, Mild or Unspecified",1
